Date: 07-12-2015
Stats,Layer 1 d (nm),GOF
Mean,377.9,0.9783
Median,403.7,0.9743
Std Dev,69.49,0.009612
Min,221.2,0.9682
Max,466,0.9980
Range,244.8,0.02983
Meas #,Layer 1 d (nm),GOF,Result,Recipe,Date/Time,Elapsed Time (s),User ID,Sample ID,,MMGUID
 636,400.6,.97432, ,SiO2 on Si,7/12/2015 8:34:34 PM,8749.99,,Unknown-12005,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 637,401.6,.97396, ,SiO2 on Si,7/12/2015 8:34:44 PM,8760.00,,Unknown-12006,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 638,402.6,.97462, ,SiO2 on Si,7/12/2015 8:34:54 PM,8769.99,,Unknown-12007,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 639,403.6,.97425, ,SiO2 on Si,7/12/2015 8:35:04 PM,8780.00,,Unknown-12008,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 640,404.5,.97407, ,SiO2 on Si,7/12/2015 8:35:14 PM,8790.00,,Unknown-12009,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 641,405.5,.97376, ,SiO2 on Si,7/12/2015 8:35:24 PM,8800.00,,Unknown-12010,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 642,406.5,.97337, ,SiO2 on Si,7/12/2015 8:35:34 PM,8810.00,,Unknown-12011,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 643,407.5,.97311, ,SiO2 on Si,7/12/2015 8:35:44 PM,8820.01,,Unknown-12012,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 644,408.5,.97264, ,SiO2 on Si,7/12/2015 8:35:54 PM,8830.01,,Unknown-12013,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 645,409.4,.97256, ,SiO2 on Si,7/12/2015 8:36:04 PM,8840.01,,Unknown-12014,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 646,410.4,.97211, ,SiO2 on Si,7/12/2015 8:36:14 PM,8850.01,,Unknown-12015,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 647,411.2,.97174, ,SiO2 on Si,7/12/2015 8:36:24 PM,8860.00,,Unknown-12016,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 648,412,.97143, ,SiO2 on Si,7/12/2015 8:36:34 PM,8870.00,,Unknown-12017,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 649,412.8,.97180, ,SiO2 on Si,7/12/2015 8:36:44 PM,8880.01,,Unknown-12018,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 650,413.5,.97171, ,SiO2 on Si,7/12/2015 8:36:54 PM,8890.00,,Unknown-12019,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 651,414.2,.97140, ,SiO2 on Si,7/12/2015 8:37:04 PM,8900.02,,Unknown-12020,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 652,414.8,.97120, ,SiO2 on Si,7/12/2015 8:37:14 PM,8910.31,,Unknown-12021,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 653,415.4,.97119, ,SiO2 on Si,7/12/2015 8:37:24 PM,8920.31,,Unknown-12022,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 654,415.8,.97085, ,SiO2 on Si,7/12/2015 8:37:34 PM,8930.32,,Unknown-12023,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 655,416.3,.97054, ,SiO2 on Si,7/12/2015 8:37:44 PM,8940.32,,Unknown-12024,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 656,416.6,.97063, ,SiO2 on Si,7/12/2015 8:37:54 PM,8950.32,,Unknown-12025,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 657,416.9,.97089, ,SiO2 on Si,7/12/2015 8:38:04 PM,8960.32,,Unknown-12026,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 658,417.2,.97068, ,SiO2 on Si,7/12/2015 8:38:14 PM,8970.62,,Unknown-12027,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 659,417.5,.97065, ,SiO2 on Si,7/12/2015 8:38:24 PM,8980.62,,Unknown-12028,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 660,417.6,.97068, ,SiO2 on Si,7/12/2015 8:38:34 PM,8990.62,,Unknown-12029,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 661,417.8,.97071, ,SiO2 on Si,7/12/2015 8:38:44 PM,9000.62,,Unknown-12030,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 662,417.9,.97073, ,SiO2 on Si,7/12/2015 8:38:54 PM,9010.62,,Unknown-12031,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 663,418,.97051, ,SiO2 on Si,7/12/2015 8:39:04 PM,9020.62,,Unknown-12032,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 664,418.1,.97049, ,SiO2 on Si,7/12/2015 8:39:14 PM,9030.62,,Unknown-12033,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 665,418.2,.97059, ,SiO2 on Si,7/12/2015 8:39:24 PM,9040.62,,Unknown-12034,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 666,418.2,.97057, ,SiO2 on Si,7/12/2015 8:39:34 PM,9050.61,,Unknown-12035,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 667,418.3,.97020, ,SiO2 on Si,7/12/2015 8:39:45 PM,9060.82,,Unknown-12036,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 668,418.2,.97046, ,SiO2 on Si,7/12/2015 8:39:55 PM,9070.82,,Unknown-12037,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 669,418.3,.97052, ,SiO2 on Si,7/12/2015 8:40:05 PM,9080.82,,Unknown-12038,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 670,418.2,.97065, ,SiO2 on Si,7/12/2015 8:40:15 PM,9090.83,,Unknown-12039,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 671,418.2,.97067, ,SiO2 on Si,7/12/2015 8:40:25 PM,9100.82,,Unknown-12040,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 672,418.1,.97058, ,SiO2 on Si,7/12/2015 8:40:35 PM,9110.83,,Unknown-12041,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 673,418.1,.97053, ,SiO2 on Si,7/12/2015 8:40:45 PM,9120.82,,Unknown-12042,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 674,418,.97038, ,SiO2 on Si,7/12/2015 8:40:55 PM,9130.82,,Unknown-12043,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 675,417.9,.97043, ,SiO2 on Si,7/12/2015 8:41:05 PM,9140.82,,Unknown-12044,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 676,417.8,.97051, ,SiO2 on Si,7/12/2015 8:41:15 PM,9150.81,,Unknown-12045,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 677,417.8,.97048, ,SiO2 on Si,7/12/2015 8:41:25 PM,9160.82,,Unknown-12046,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 678,417.7,.97047, ,SiO2 on Si,7/12/2015 8:41:35 PM,9170.82,,Unknown-12047,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 679,417.6,.97072, ,SiO2 on Si,7/12/2015 8:41:45 PM,9180.82,,Unknown-12048,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 680,417.4,.97095, ,SiO2 on Si,7/12/2015 8:41:55 PM,9190.82,,Unknown-12049,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 681,417.3,.97103, ,SiO2 on Si,7/12/2015 8:42:05 PM,9200.82,,Unknown-12050,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 682,417.3,.97073, ,SiO2 on Si,7/12/2015 8:42:15 PM,9210.82,,Unknown-12051,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 683,417.2,.97083, ,SiO2 on Si,7/12/2015 8:42:25 PM,9220.83,,Unknown-12052,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 684,417.1,.97106, ,SiO2 on Si,7/12/2015 8:42:35 PM,9230.83,,Unknown-12053,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 685,417.1,.97109, ,SiO2 on Si,7/12/2015 8:42:45 PM,9240.82,,Unknown-12054,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 686,417.1,.97105, ,SiO2 on Si,7/12/2015 8:42:55 PM,9250.83,,Unknown-12055,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 687,417.1,.97103, ,SiO2 on Si,7/12/2015 8:43:05 PM,9260.82,,Unknown-12056,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 688,417.2,.97094, ,SiO2 on Si,7/12/2015 8:43:15 PM,9270.84,,Unknown-12057,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 689,417.2,.97075, ,SiO2 on Si,7/12/2015 8:43:25 PM,9280.83,,Unknown-12058,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 690,417.3,.97047, ,SiO2 on Si,7/12/2015 8:43:35 PM,9290.84,,Unknown-12059,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 691,417.3,.97034, ,SiO2 on Si,7/12/2015 8:43:45 PM,9300.84,,Unknown-12060,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 692,417.4,.97019, ,SiO2 on Si,7/12/2015 8:43:55 PM,9310.84,,Unknown-12061,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 693,417.5,.97026, ,SiO2 on Si,7/12/2015 8:44:05 PM,9321.14,,Unknown-12062,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 694,417.6,.97030, ,SiO2 on Si,7/12/2015 8:44:15 PM,9331.14,,Unknown-12063,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 695,417.7,.97057, ,SiO2 on Si,7/12/2015 8:44:25 PM,9341.34,,Unknown-12064,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 696,417.8,.97033, ,SiO2 on Si,7/12/2015 8:44:35 PM,9351.34,,Unknown-12065,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 697,418,.97013, ,SiO2 on Si,7/12/2015 8:44:45 PM,9361.34,,Unknown-12066,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 698,418.2,.97002, ,SiO2 on Si,7/12/2015 8:44:55 PM,9371.34,,Unknown-12067,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 699,418.4,.97024, ,SiO2 on Si,7/12/2015 8:45:05 PM,9381.34,,Unknown-12068,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 700,418.6,.97006, ,SiO2 on Si,7/12/2015 8:45:15 PM,9391.34,,Unknown-12069,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 701,418.8,.97004, ,SiO2 on Si,7/12/2015 8:45:25 PM,9401.34,,Unknown-12070,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 702,419,.97007, ,SiO2 on Si,7/12/2015 8:45:35 PM,9411.34,,Unknown-12071,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 703,419.2,.97007, ,SiO2 on Si,7/12/2015 8:45:45 PM,9421.34,,Unknown-12072,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 704,419.5,.96999, ,SiO2 on Si,7/12/2015 8:45:55 PM,9431.33,,Unknown-12073,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 705,419.7,.96982, ,SiO2 on Si,7/12/2015 8:46:05 PM,9441.35,,Unknown-12074,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 706,420,.96975, ,SiO2 on Si,7/12/2015 8:46:15 PM,9451.34,,Unknown-12075,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 707,420.2,.96964, ,SiO2 on Si,7/12/2015 8:46:25 PM,9461.34,,Unknown-12076,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 708,420.5,.96960, ,SiO2 on Si,7/12/2015 8:46:35 PM,9471.35,,Unknown-12077,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 709,420.8,.96950, ,SiO2 on Si,7/12/2015 8:46:45 PM,9481.35,,Unknown-12078,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 710,421,.96955, ,SiO2 on Si,7/12/2015 8:46:55 PM,9491.34,,Unknown-12079,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 711,421.3,.96950, ,SiO2 on Si,7/12/2015 8:47:05 PM,9501.35,,Unknown-12080,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 712,421.5,.96934, ,SiO2 on Si,7/12/2015 8:47:15 PM,9511.34,,Unknown-12081,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 713,421.7,.96928, ,SiO2 on Si,7/12/2015 8:47:25 PM,9521.35,,Unknown-12082,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 714,421.9,.96946, ,SiO2 on Si,7/12/2015 8:47:35 PM,9531.35,,Unknown-12083,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 715,422,.96961, ,SiO2 on Si,7/12/2015 8:47:45 PM,9541.34,,Unknown-12084,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 716,422.1,.96973, ,SiO2 on Si,7/12/2015 8:47:55 PM,9551.35,,Unknown-12085,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 717,422.3,.96942, ,SiO2 on Si,7/12/2015 8:48:05 PM,9561.35,,Unknown-12086,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 718,422.4,.96945, ,SiO2 on Si,7/12/2015 8:48:15 PM,9571.35,,Unknown-12087,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 719,422.5,.96940, ,SiO2 on Si,7/12/2015 8:48:25 PM,9581.34,,Unknown-12088,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 720,422.6,.96916, ,SiO2 on Si,7/12/2015 8:48:35 PM,9591.34,,Unknown-12089,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 721,422.6,.96954, ,SiO2 on Si,7/12/2015 8:48:45 PM,9601.36,,Unknown-12090,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 722,422.6,.96946, ,SiO2 on Si,7/12/2015 8:48:55 PM,9611.35,,Unknown-12091,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 723,422.7,.96942, ,SiO2 on Si,7/12/2015 8:49:05 PM,9621.34,,Unknown-12092,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 724,422.7,.96938, ,SiO2 on Si,7/12/2015 8:49:15 PM,9631.35,,Unknown-12093,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 725,422.7,.96931, ,SiO2 on Si,7/12/2015 8:49:25 PM,9641.35,,Unknown-12094,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 726,422.7,.96949, ,SiO2 on Si,7/12/2015 8:49:35 PM,9651.35,,Unknown-12095,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 727,422.6,.96929, ,SiO2 on Si,7/12/2015 8:49:45 PM,9661.36,,Unknown-12096,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 728,422.6,.96919, ,SiO2 on Si,7/12/2015 8:49:55 PM,9671.36,,Unknown-12097,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 729,422.5,.96952, ,SiO2 on Si,7/12/2015 8:50:05 PM,9681.36,,Unknown-12098,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 730,422.4,.96957, ,SiO2 on Si,7/12/2015 8:50:15 PM,9691.36,,Unknown-12099,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 731,422.4,.96961, ,SiO2 on Si,7/12/2015 8:50:25 PM,9701.36,,Unknown-12100,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 732,422.3,.96939, ,SiO2 on Si,7/12/2015 8:50:35 PM,9711.36,,Unknown-12101,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 733,422.3,.96925, ,SiO2 on Si,7/12/2015 8:50:45 PM,9721.36,,Unknown-12102,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 734,422.2,.96918, ,SiO2 on Si,7/12/2015 8:50:55 PM,9731.36,,Unknown-12103,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 735,422,.96951, ,SiO2 on Si,7/12/2015 8:51:05 PM,9741.36,,Unknown-12104,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 736,422,.96965, ,SiO2 on Si,7/12/2015 8:51:15 PM,9751.37,,Unknown-12105,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 737,421.8,.96962, ,SiO2 on Si,7/12/2015 8:51:25 PM,9761.36,,Unknown-12106,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 738,421.8,.96939, ,SiO2 on Si,7/12/2015 8:51:35 PM,9771.37,,Unknown-12107,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 739,421.6,.96938, ,SiO2 on Si,7/12/2015 8:51:45 PM,9781.36,,Unknown-12108,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 740,421.5,.96934, ,SiO2 on Si,7/12/2015 8:51:55 PM,9791.37,,Unknown-12109,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 741,421.4,.96936, ,SiO2 on Si,7/12/2015 8:52:05 PM,9801.37,,Unknown-12110,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 742,421.3,.96925, ,SiO2 on Si,7/12/2015 8:52:15 PM,9811.37,,Unknown-12111,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 743,421.2,.96927, ,SiO2 on Si,7/12/2015 8:52:25 PM,9821.37,,Unknown-12112,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 744,421.1,.96947, ,SiO2 on Si,7/12/2015 8:52:35 PM,9831.37,,Unknown-12113,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 745,421,.96927, ,SiO2 on Si,7/12/2015 8:52:45 PM,9841.37,,Unknown-12114,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 746,420.8,.96950, ,SiO2 on Si,7/12/2015 8:52:55 PM,9851.38,,Unknown-12115,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 747,420.7,.96935, ,SiO2 on Si,7/12/2015 8:53:05 PM,9861.37,,Unknown-12116,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 748,420.6,.96935, ,SiO2 on Si,7/12/2015 8:53:15 PM,9871.37,,Unknown-12117,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 749,420.5,.96912, ,SiO2 on Si,7/12/2015 8:53:25 PM,9881.36,,Unknown-12118,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 750,420.3,.96944, ,SiO2 on Si,7/12/2015 8:53:35 PM,9891.36,,Unknown-12119,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 751,420.2,.96937, ,SiO2 on Si,7/12/2015 8:53:45 PM,9901.37,,Unknown-12120,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 752,420.1,.96957, ,SiO2 on Si,7/12/2015 8:53:55 PM,9911.37,,Unknown-12121,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 753,419.9,.96971, ,SiO2 on Si,7/12/2015 8:54:05 PM,9921.36,,Unknown-12122,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 754,419.8,.96968, ,SiO2 on Si,7/12/2015 8:54:15 PM,9931.37,,Unknown-12123,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 755,419.6,.96999, ,SiO2 on Si,7/12/2015 8:54:25 PM,9941.38,,Unknown-12124,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 756,419.5,.96997, ,SiO2 on Si,7/12/2015 8:54:35 PM,9951.36,,Unknown-12125,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 757,419.4,.97017, ,SiO2 on Si,7/12/2015 8:54:45 PM,9961.37,,Unknown-12126,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 758,419.3,.96996, ,SiO2 on Si,7/12/2015 8:54:55 PM,9971.37,,Unknown-12127,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 759,419.1,.97000, ,SiO2 on Si,7/12/2015 8:55:05 PM,9981.37,,Unknown-12128,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 760,419,.97005, ,SiO2 on Si,7/12/2015 8:55:15 PM,9991.38,,Unknown-12129,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 761,418.9,.97019, ,SiO2 on Si,7/12/2015 8:55:25 PM,10001.38,,Unknown-12130,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 762,418.7,.97026, ,SiO2 on Si,7/12/2015 8:55:35 PM,10011.36,,Unknown-12131,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 763,418.6,.97021, ,SiO2 on Si,7/12/2015 8:55:45 PM,10021.37,,Unknown-12132,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 764,418.5,.97012, ,SiO2 on Si,7/12/2015 8:55:55 PM,10031.38,,Unknown-12133,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 765,418.3,.97006, ,SiO2 on Si,7/12/2015 8:56:05 PM,10041.38,,Unknown-12134,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 766,418.2,.97044, ,SiO2 on Si,7/12/2015 8:56:15 PM,10051.38,,Unknown-12135,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 767,418,.97031, ,SiO2 on Si,7/12/2015 8:56:25 PM,10061.38,,Unknown-12136,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 768,417.9,.97059, ,SiO2 on Si,7/12/2015 8:56:35 PM,10071.38,,Unknown-12137,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 769,417.7,.97057, ,SiO2 on Si,7/12/2015 8:56:45 PM,10081.38,,Unknown-12138,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 770,417.6,.97070, ,SiO2 on Si,7/12/2015 8:56:55 PM,10091.38,,Unknown-12139,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 771,417.5,.97071, ,SiO2 on Si,7/12/2015 8:57:05 PM,10101.37,,Unknown-12140,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 772,417.3,.97065, ,SiO2 on Si,7/12/2015 8:57:15 PM,10111.38,,Unknown-12141,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 773,417.2,.97085, ,SiO2 on Si,7/12/2015 8:57:25 PM,10121.38,,Unknown-12142,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 774,417.1,.97072, ,SiO2 on Si,7/12/2015 8:57:35 PM,10131.39,,Unknown-12143,1,3d07423b-750f-49d1-a5d9-d754707c5afd
