Date: 07-12-2015
Stats,Layer 1 d (nm),GOF
Mean,377.9,0.9783
Median,403.7,0.9743
Std Dev,69.49,0.009612
Min,221.2,0.9682
Max,466,0.9980
Range,244.8,0.02983
Meas #,Layer 1 d (nm),GOF,Result,Recipe,Date/Time,Elapsed Time (s),User ID,Sample ID,,MMGUID
   1,221.2,.99692, ,SiO2 on Si,7/12/2015 6:22:51 PM,848.68,Unknown,Unknown-11369,1,3d07423b-750f-49d1-a5d9-d754707c5afd
   2,227.5,.99804, ,SiO2 on Si,7/12/2015 6:47:10 PM,2307.48,Unknown,Unknown-11370,1,3d07423b-750f-49d1-a5d9-d754707c5afd
   3,227.8,.99801, ,SiO2 on Si,7/12/2015 6:48:58 PM,2414.96,,Unknown-11372,1,3d07423b-750f-49d1-a5d9-d754707c5afd
   4,227.9,.99791, ,SiO2 on Si,7/12/2015 6:49:09 PM,2425.02,,Unknown-11373,1,3d07423b-750f-49d1-a5d9-d754707c5afd
   5,227.9,.99784, ,SiO2 on Si,7/12/2015 6:49:19 PM,2435.02,,Unknown-11374,1,3d07423b-750f-49d1-a5d9-d754707c5afd
   6,227.9,.99791, ,SiO2 on Si,7/12/2015 6:49:29 PM,2445.03,,Unknown-11375,1,3d07423b-750f-49d1-a5d9-d754707c5afd
   7,228,.99788, ,SiO2 on Si,7/12/2015 6:49:39 PM,2455.03,,Unknown-11376,1,3d07423b-750f-49d1-a5d9-d754707c5afd
   8,228,.99787, ,SiO2 on Si,7/12/2015 6:49:49 PM,2465.02,,Unknown-11377,1,3d07423b-750f-49d1-a5d9-d754707c5afd
   9,228,.99784, ,SiO2 on Si,7/12/2015 6:49:59 PM,2475.02,,Unknown-11378,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  10,228,.99786, ,SiO2 on Si,7/12/2015 6:50:09 PM,2485.03,,Unknown-11379,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  11,228,.99781, ,SiO2 on Si,7/12/2015 6:50:19 PM,2495.03,,Unknown-11380,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  12,228,.99785, ,SiO2 on Si,7/12/2015 6:50:29 PM,2505.04,,Unknown-11381,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  13,228,.99787, ,SiO2 on Si,7/12/2015 6:50:39 PM,2515.04,,Unknown-11382,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  14,228,.99785, ,SiO2 on Si,7/12/2015 6:50:49 PM,2525.04,,Unknown-11383,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  15,228.1,.99786, ,SiO2 on Si,7/12/2015 6:50:59 PM,2535.03,,Unknown-11384,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  16,228.1,.99778, ,SiO2 on Si,7/12/2015 6:51:09 PM,2545.04,,Unknown-11385,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  17,228.2,.99775, ,SiO2 on Si,7/12/2015 6:51:19 PM,2555.05,,Unknown-11386,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  18,228.4,.99764, ,SiO2 on Si,7/12/2015 6:51:29 PM,2565.04,,Unknown-11387,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  19,228.6,.99751, ,SiO2 on Si,7/12/2015 6:51:39 PM,2575.04,,Unknown-11388,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  20,228.9,.99731, ,SiO2 on Si,7/12/2015 6:51:49 PM,2585.05,,Unknown-11389,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  21,229.2,.99703, ,SiO2 on Si,7/12/2015 6:51:59 PM,2595.04,,Unknown-11390,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  22,229.6,.99681, ,SiO2 on Si,7/12/2015 6:52:09 PM,2605.04,,Unknown-11391,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  23,230,.99651, ,SiO2 on Si,7/12/2015 6:52:19 PM,2615.04,,Unknown-11392,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  24,230.4,.99618, ,SiO2 on Si,7/12/2015 6:52:29 PM,2625.04,,Unknown-11393,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  25,230.8,.99579, ,SiO2 on Si,7/12/2015 6:52:39 PM,2635.04,,Unknown-11394,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  26,231.2,.99542, ,SiO2 on Si,7/12/2015 6:52:49 PM,2645.04,,Unknown-11395,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  27,231.6,.99495, ,SiO2 on Si,7/12/2015 6:52:59 PM,2655.04,,Unknown-11396,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  28,232,.99446, ,SiO2 on Si,7/12/2015 6:53:09 PM,2665.04,,Unknown-11397,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  29,232.4,.99395, ,SiO2 on Si,7/12/2015 6:53:19 PM,2675.04,,Unknown-11398,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  30,232.8,.99346, ,SiO2 on Si,7/12/2015 6:53:29 PM,2685.04,,Unknown-11399,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  31,233.2,.99300, ,SiO2 on Si,7/12/2015 6:53:39 PM,2695.04,,Unknown-11400,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  32,233.7,.99526, ,SiO2 on Si,7/12/2015 6:53:49 PM,2705.04,,Unknown-11401,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  33,234.1,.99578, ,SiO2 on Si,7/12/2015 6:53:59 PM,2715.03,,Unknown-11402,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  34,234.6,.99612, ,SiO2 on Si,7/12/2015 6:54:09 PM,2725.04,,Unknown-11403,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  35,235,.99622, ,SiO2 on Si,7/12/2015 6:54:19 PM,2735.04,,Unknown-11404,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  36,235.4,.99653, ,SiO2 on Si,7/12/2015 6:54:29 PM,2745.05,,Unknown-11405,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  37,235.9,.99668, ,SiO2 on Si,7/12/2015 6:54:39 PM,2755.05,,Unknown-11406,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  38,236.3,.99676, ,SiO2 on Si,7/12/2015 6:54:49 PM,2765.04,,Unknown-11407,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  39,236.7,.99685, ,SiO2 on Si,7/12/2015 6:54:59 PM,2775.05,,Unknown-11408,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  40,237.2,.99709, ,SiO2 on Si,7/12/2015 6:55:09 PM,2785.34,,Unknown-11409,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  41,237.7,.99716, ,SiO2 on Si,7/12/2015 6:55:19 PM,2795.34,,Unknown-11410,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  42,238.2,.99711, ,SiO2 on Si,7/12/2015 6:55:29 PM,2805.34,,Unknown-11411,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  43,238.6,.99708, ,SiO2 on Si,7/12/2015 6:55:39 PM,2815.35,,Unknown-11412,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  44,239.1,.99707, ,SiO2 on Si,7/12/2015 6:55:49 PM,2825.34,,Unknown-11413,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  45,239.5,.99696, ,SiO2 on Si,7/12/2015 6:55:59 PM,2835.34,,Unknown-11414,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  46,240.1,.99699, ,SiO2 on Si,7/12/2015 6:56:09 PM,2845.34,,Unknown-11415,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  47,240.5,.99692, ,SiO2 on Si,7/12/2015 6:56:19 PM,2855.36,,Unknown-11416,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  48,241,.99667, ,SiO2 on Si,7/12/2015 6:56:29 PM,2865.36,,Unknown-11417,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  49,241.5,.99647, ,SiO2 on Si,7/12/2015 6:56:39 PM,2875.36,,Unknown-11418,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  50,241.9,.99616, ,SiO2 on Si,7/12/2015 6:56:49 PM,2885.36,,Unknown-11419,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  51,242.5,.99603, ,SiO2 on Si,7/12/2015 6:56:59 PM,2895.36,,Unknown-11420,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  52,242.9,.99570, ,SiO2 on Si,7/12/2015 6:57:09 PM,2905.36,,Unknown-11421,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  53,243.4,.99543, ,SiO2 on Si,7/12/2015 6:57:19 PM,2915.36,,Unknown-11422,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  54,243.9,.99511, ,SiO2 on Si,7/12/2015 6:57:29 PM,2925.56,,Unknown-11423,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  55,244.4,.99482, ,SiO2 on Si,7/12/2015 6:57:39 PM,2935.56,,Unknown-11424,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  56,244.9,.99441, ,SiO2 on Si,7/12/2015 6:57:50 PM,2945.77,,Unknown-11425,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  57,245.4,.99409, ,SiO2 on Si,7/12/2015 6:58:00 PM,2955.76,,Unknown-11426,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  58,245.9,.99360, ,SiO2 on Si,7/12/2015 6:58:10 PM,2965.76,,Unknown-11427,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  59,246.4,.99306, ,SiO2 on Si,7/12/2015 6:58:20 PM,2975.77,,Unknown-11428,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  60,246.9,.99260, ,SiO2 on Si,7/12/2015 6:58:30 PM,2985.76,,Unknown-11429,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  61,247.4,.99405, ,SiO2 on Si,7/12/2015 6:58:40 PM,2995.76,,Unknown-11430,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  62,247.9,.99400, ,SiO2 on Si,7/12/2015 6:58:50 PM,3005.77,,Unknown-11431,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  63,248.5,.99440, ,SiO2 on Si,7/12/2015 6:59:00 PM,3015.76,,Unknown-11432,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  64,249,.99442, ,SiO2 on Si,7/12/2015 6:59:10 PM,3025.77,,Unknown-11433,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  65,249.5,.99478, ,SiO2 on Si,7/12/2015 6:59:20 PM,3035.77,,Unknown-11434,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  66,250.1,.99470, ,SiO2 on Si,7/12/2015 6:59:30 PM,3045.76,,Unknown-11435,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  67,250.6,.99482, ,SiO2 on Si,7/12/2015 6:59:40 PM,3055.76,,Unknown-11436,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  68,251.1,.99482, ,SiO2 on Si,7/12/2015 6:59:50 PM,3065.76,,Unknown-11437,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  69,251.7,.99505, ,SiO2 on Si,7/12/2015 7:00:00 PM,3075.77,,Unknown-11438,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  70,252.2,.99483, ,SiO2 on Si,7/12/2015 7:00:10 PM,3085.76,,Unknown-11439,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  71,252.8,.99466, ,SiO2 on Si,7/12/2015 7:00:20 PM,3095.76,,Unknown-11440,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  72,253.3,.99471, ,SiO2 on Si,7/12/2015 7:00:30 PM,3105.77,,Unknown-11441,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  73,253.8,.99443, ,SiO2 on Si,7/12/2015 7:00:40 PM,3115.77,,Unknown-11442,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  74,254.4,.99442, ,SiO2 on Si,7/12/2015 7:00:50 PM,3125.76,,Unknown-11443,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  75,255,.99437, ,SiO2 on Si,7/12/2015 7:01:00 PM,3135.77,,Unknown-11444,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  76,255.6,.99424, ,SiO2 on Si,7/12/2015 7:01:10 PM,3145.76,,Unknown-11445,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  77,256.1,.99413, ,SiO2 on Si,7/12/2015 7:01:20 PM,3155.76,,Unknown-11446,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  78,256.7,.99395, ,SiO2 on Si,7/12/2015 7:01:30 PM,3165.77,,Unknown-11447,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  79,257.3,.99377, ,SiO2 on Si,7/12/2015 7:01:40 PM,3175.76,,Unknown-11448,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  80,257.8,.99353, ,SiO2 on Si,7/12/2015 7:01:50 PM,3185.77,,Unknown-11449,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  81,258.4,.99339, ,SiO2 on Si,7/12/2015 7:02:00 PM,3195.78,,Unknown-11450,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  82,259,.99318, ,SiO2 on Si,7/12/2015 7:02:10 PM,3205.86,,Unknown-11451,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  83,259.6,.99319, ,SiO2 on Si,7/12/2015 7:02:20 PM,3215.87,,Unknown-11452,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  84,260.2,.99292, ,SiO2 on Si,7/12/2015 7:02:30 PM,3225.87,,Unknown-11453,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  85,260.8,.99287, ,SiO2 on Si,7/12/2015 7:02:40 PM,3235.88,,Unknown-11454,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  86,261.4,.99278, ,SiO2 on Si,7/12/2015 7:02:50 PM,3245.89,,Unknown-11455,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  87,262,.99261, ,SiO2 on Si,7/12/2015 7:03:00 PM,3255.88,,Unknown-11456,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  88,262.6,.99278, ,SiO2 on Si,7/12/2015 7:03:10 PM,3266.08,,Unknown-11457,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  89,263.2,.99284, ,SiO2 on Si,7/12/2015 7:03:20 PM,3276.07,,Unknown-11458,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  90,263.8,.99268, ,SiO2 on Si,7/12/2015 7:03:30 PM,3286.08,,Unknown-11459,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  91,264.5,.99258, ,SiO2 on Si,7/12/2015 7:03:40 PM,3296.08,,Unknown-11460,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  92,265.1,.99252, ,SiO2 on Si,7/12/2015 7:03:50 PM,3306.08,,Unknown-11461,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  93,265.7,.99233, ,SiO2 on Si,7/12/2015 7:04:00 PM,3316.09,,Unknown-11462,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  94,266.3,.99227, ,SiO2 on Si,7/12/2015 7:04:10 PM,3326.08,,Unknown-11463,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  95,266.9,.99197, ,SiO2 on Si,7/12/2015 7:04:20 PM,3336.09,,Unknown-11464,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  96,267.6,.99205, ,SiO2 on Si,7/12/2015 7:04:30 PM,3346.08,,Unknown-11465,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  97,268.2,.99173, ,SiO2 on Si,7/12/2015 7:04:40 PM,3356.09,,Unknown-11466,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  98,268.9,.99186, ,SiO2 on Si,7/12/2015 7:04:50 PM,3366.09,,Unknown-11467,1,3d07423b-750f-49d1-a5d9-d754707c5afd
  99,269.5,.99170, ,SiO2 on Si,7/12/2015 7:05:00 PM,3376.09,,Unknown-11468,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 100,270.2,.99162, ,SiO2 on Si,7/12/2015 7:05:10 PM,3386.09,,Unknown-11469,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 101,270.8,.99141, ,SiO2 on Si,7/12/2015 7:05:20 PM,3396.09,,Unknown-11470,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 102,271.4,.99118, ,SiO2 on Si,7/12/2015 7:05:30 PM,3406.09,,Unknown-11471,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 103,272.1,.99141, ,SiO2 on Si,7/12/2015 7:05:40 PM,3416.09,,Unknown-11472,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 104,272.7,.99109, ,SiO2 on Si,7/12/2015 7:05:50 PM,3426.09,,Unknown-11473,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 105,273.4,.99089, ,SiO2 on Si,7/12/2015 7:06:00 PM,3436.09,,Unknown-11474,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 106,274,.99097, ,SiO2 on Si,7/12/2015 7:06:10 PM,3446.09,,Unknown-11475,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 107,274.7,.99080, ,SiO2 on Si,7/12/2015 7:06:20 PM,3456.10,,Unknown-11476,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 108,275.4,.99053, ,SiO2 on Si,7/12/2015 7:06:30 PM,3466.09,,Unknown-11477,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 109,276,.99050, ,SiO2 on Si,7/12/2015 7:06:40 PM,3476.09,,Unknown-11478,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 110,276.7,.99020, ,SiO2 on Si,7/12/2015 7:06:50 PM,3486.09,,Unknown-11479,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 111,277.3,.99032, ,SiO2 on Si,7/12/2015 7:07:00 PM,3496.09,,Unknown-11480,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 112,278,.99002, ,SiO2 on Si,7/12/2015 7:07:10 PM,3506.09,,Unknown-11481,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 113,278.7,.98989, ,SiO2 on Si,7/12/2015 7:07:20 PM,3516.09,,Unknown-11482,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 114,279.4,.98985, ,SiO2 on Si,7/12/2015 7:07:30 PM,3526.08,,Unknown-11483,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 115,280,.98981, ,SiO2 on Si,7/12/2015 7:07:40 PM,3536.09,,Unknown-11484,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 116,280.7,.98971, ,SiO2 on Si,7/12/2015 7:07:50 PM,3546.09,,Unknown-11485,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 117,281.3,.98943, ,SiO2 on Si,7/12/2015 7:08:00 PM,3556.09,,Unknown-11486,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 118,282,.98929, ,SiO2 on Si,7/12/2015 7:08:10 PM,3566.09,,Unknown-11487,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 119,282.7,.98911, ,SiO2 on Si,7/12/2015 7:08:20 PM,3576.09,,Unknown-11488,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 120,283.3,.98891, ,SiO2 on Si,7/12/2015 7:08:30 PM,3586.09,,Unknown-11489,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 121,284,.98894, ,SiO2 on Si,7/12/2015 7:08:40 PM,3596.09,,Unknown-11490,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 122,284.6,.98899, ,SiO2 on Si,7/12/2015 7:08:50 PM,3606.09,,Unknown-11491,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 123,285.3,.98883, ,SiO2 on Si,7/12/2015 7:09:00 PM,3616.09,,Unknown-11492,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 124,286,.98863, ,SiO2 on Si,7/12/2015 7:09:10 PM,3626.10,,Unknown-11493,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 125,286.6,.98839, ,SiO2 on Si,7/12/2015 7:09:20 PM,3636.10,,Unknown-11494,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 126,287.3,.98810, ,SiO2 on Si,7/12/2015 7:09:30 PM,3646.09,,Unknown-11495,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 127,288,.98774, ,SiO2 on Si,7/12/2015 7:09:40 PM,3656.09,,Unknown-11496,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 128,288.6,.98923, ,SiO2 on Si,7/12/2015 7:09:50 PM,3666.11,,Unknown-11497,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 129,289.3,.98929, ,SiO2 on Si,7/12/2015 7:10:00 PM,3676.11,,Unknown-11498,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 130,289.9,.98926, ,SiO2 on Si,7/12/2015 7:10:10 PM,3686.11,,Unknown-11499,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 131,290.6,.98927, ,SiO2 on Si,7/12/2015 7:10:20 PM,3696.11,,Unknown-11500,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 132,291.2,.98913, ,SiO2 on Si,7/12/2015 7:10:30 PM,3706.11,,Unknown-11501,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 133,291.9,.98917, ,SiO2 on Si,7/12/2015 7:10:40 PM,3716.10,,Unknown-11502,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 134,292.5,.98918, ,SiO2 on Si,7/12/2015 7:10:50 PM,3726.11,,Unknown-11503,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 135,293.2,.98893, ,SiO2 on Si,7/12/2015 7:11:00 PM,3736.11,,Unknown-11504,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 136,293.8,.98866, ,SiO2 on Si,7/12/2015 7:11:10 PM,3746.11,,Unknown-11505,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 137,294.5,.98840, ,SiO2 on Si,7/12/2015 7:11:20 PM,3756.11,,Unknown-11506,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 138,295.1,.98804, ,SiO2 on Si,7/12/2015 7:11:30 PM,3766.12,,Unknown-11507,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 139,295.7,.98803, ,SiO2 on Si,7/12/2015 7:11:40 PM,3776.11,,Unknown-11508,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 140,296.3,.98806, ,SiO2 on Si,7/12/2015 7:11:50 PM,3786.11,,Unknown-11509,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 141,297,.98755, ,SiO2 on Si,7/12/2015 7:12:00 PM,3796.11,,Unknown-11510,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 142,297.6,.98730, ,SiO2 on Si,7/12/2015 7:12:10 PM,3806.11,,Unknown-11511,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 143,298.3,.98685, ,SiO2 on Si,7/12/2015 7:12:20 PM,3816.11,,Unknown-11512,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 144,298.9,.98637, ,SiO2 on Si,7/12/2015 7:12:30 PM,3826.12,,Unknown-11513,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 145,299.6,.98591, ,SiO2 on Si,7/12/2015 7:12:40 PM,3836.11,,Unknown-11514,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 146,300.2,.98524, ,SiO2 on Si,7/12/2015 7:12:50 PM,3846.11,,Unknown-11515,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 147,300.9,.98467, ,SiO2 on Si,7/12/2015 7:13:00 PM,3856.10,,Unknown-11516,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 148,301.5,.98898, ,SiO2 on Si,7/12/2015 7:13:10 PM,3866.10,,Unknown-11517,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 149,302.1,.98910, ,SiO2 on Si,7/12/2015 7:13:20 PM,3876.11,,Unknown-11518,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 150,302.8,.98917, ,SiO2 on Si,7/12/2015 7:13:30 PM,3886.11,,Unknown-11519,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 151,303.4,.98943, ,SiO2 on Si,7/12/2015 7:13:40 PM,3896.11,,Unknown-11520,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 152,304,.98940, ,SiO2 on Si,7/12/2015 7:13:50 PM,3906.11,,Unknown-11521,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 153,304.7,.98932, ,SiO2 on Si,7/12/2015 7:14:00 PM,3916.31,,Unknown-11522,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 154,305.3,.98928, ,SiO2 on Si,7/12/2015 7:14:10 PM,3926.31,,Unknown-11523,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 155,305.9,.98921, ,SiO2 on Si,7/12/2015 7:14:20 PM,3936.51,,Unknown-11524,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 156,306.5,.98900, ,SiO2 on Si,7/12/2015 7:14:30 PM,3946.51,,Unknown-11525,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 157,307.2,.98846, ,SiO2 on Si,7/12/2015 7:14:40 PM,3956.72,,Unknown-11526,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 158,307.8,.98830, ,SiO2 on Si,7/12/2015 7:14:50 PM,3966.72,,Unknown-11527,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 159,308.4,.98790, ,SiO2 on Si,7/12/2015 7:15:00 PM,3976.72,,Unknown-11528,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 160,309,.98748, ,SiO2 on Si,7/12/2015 7:15:10 PM,3986.71,,Unknown-11529,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 161,309.6,.98713, ,SiO2 on Si,7/12/2015 7:15:20 PM,3996.72,,Unknown-11530,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 162,310.3,.98670, ,SiO2 on Si,7/12/2015 7:15:30 PM,4006.72,,Unknown-11531,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 163,310.9,.98605, ,SiO2 on Si,7/12/2015 7:15:40 PM,4016.71,,Unknown-11532,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 164,311.5,.98549, ,SiO2 on Si,7/12/2015 7:15:50 PM,4026.72,,Unknown-11533,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 165,312.1,.98477, ,SiO2 on Si,7/12/2015 7:16:00 PM,4036.73,,Unknown-11534,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 166,312.7,.98394, ,SiO2 on Si,7/12/2015 7:16:10 PM,4046.71,,Unknown-11535,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 167,313.3,.98317, ,SiO2 on Si,7/12/2015 7:16:20 PM,4056.73,,Unknown-11536,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 168,314,.98214, ,SiO2 on Si,7/12/2015 7:16:30 PM,4066.73,,Unknown-11537,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 169,314.6,.98971, ,SiO2 on Si,7/12/2015 7:16:40 PM,4076.73,,Unknown-11538,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 170,315.2,.98998, ,SiO2 on Si,7/12/2015 7:16:50 PM,4086.73,,Unknown-11539,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 171,315.8,.99018, ,SiO2 on Si,7/12/2015 7:17:00 PM,4096.73,,Unknown-11540,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 172,316.5,.99040, ,SiO2 on Si,7/12/2015 7:17:10 PM,4106.73,,Unknown-11541,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 173,317.1,.99052, ,SiO2 on Si,7/12/2015 7:17:20 PM,4116.73,,Unknown-11542,1,3d07423b-750f-49d1-a5d9-d754707c5afd
